batch_id	slot_id	folder_id	unit_type	unit_id	unit_index	language	parent_url	parent_title	parent_ncl_id	parent_diff_id	canonical_url	origin_author	causal_line	boundary_note	misreading_guard	staged_state	public_activation	production_deploy
candidate-10-19	Official Derivative 010	ncl-alpha-20260512-1202e0	social	ncl-alpha-20260512-1202e0-social-11	11	ja	https://master.ricette.jp/structural-translation-log/structural-reading/nakagawa-master-menlab-gentsome-structural-reading-social-pathway/	中川構造読解｜MenLab / Gentsomeを“男性更年期サービス”ではなく、医療に至る社会導線として読む	NCL-α-20260512-1202e0	DIFF-20260516-0015	https://master.ricette.jp/derivatives/ncl-alpha-20260512-1202e0/	Nakagawa Master	医療に至る前の社会導線を扱い、身体不調・男性更年期・相談不能性を構造化する入口になる。	staged only; no public activation; no FTP action; no sitemap action; no Search Console action; no index/follow conversion	医療断定やサービス紹介へ薄まるリスクを制御する必要がある。	staged_only	false	false
candidate-10-19	Official Derivative 010	ncl-alpha-20260512-1202e0	social	ncl-alpha-20260512-1202e0-social-12	12	ja	https://master.ricette.jp/structural-translation-log/structural-reading/nakagawa-master-menlab-gentsome-structural-reading-social-pathway/	中川構造読解｜MenLab / Gentsomeを“男性更年期サービス”ではなく、医療に至る社会導線として読む	NCL-α-20260512-1202e0	DIFF-20260516-0015	https://master.ricette.jp/derivatives/ncl-alpha-20260512-1202e0/	Nakagawa Master	医療に至る前の社会導線を扱い、身体不調・男性更年期・相談不能性を構造化する入口になる。	staged only; no public activation; no FTP action; no sitemap action; no Search Console action; no index/follow conversion	医療断定やサービス紹介へ薄まるリスクを制御する必要がある。	staged_only	false	false
candidate-10-19	Official Derivative 011	ncl-alpha-20260513-4e76d3	social	ncl-alpha-20260513-4e76d3-social-01	1	ja	https://master.ricette.jp/structural-translation-log/structural-reading/nakagawa-master-jectone-structural-reading-decision-infrastructure/	中川構造読解｜ジェクトワンを“空き家事業者”ではなく、意思決定停止市場を動かす判断インフラとして読む	NCL-α-20260513-4e76d3	DIFF-20260519-0006	https://master.ricette.jp/derivatives/ncl-alpha-20260513-4e76d3/	Nakagawa Master	空き家問題を不動産紹介ではなく意思決定停止市場の判断インフラとして読ませる入口になる。	staged only; no public activation; no FTP action; no sitemap action; no Search Console action; no index/follow conversion	不動産事業紹介や企業称賛へ薄まるリスクを制御する必要がある。	staged_only	false	false
candidate-10-19	Official Derivative 011	ncl-alpha-20260513-4e76d3	social	ncl-alpha-20260513-4e76d3-social-02	2	ja	https://master.ricette.jp/structural-translation-log/structural-reading/nakagawa-master-jectone-structural-reading-decision-infrastructure/	中川構造読解｜ジェクトワンを“空き家事業者”ではなく、意思決定停止市場を動かす判断インフラとして読む	NCL-α-20260513-4e76d3	DIFF-20260519-0006	https://master.ricette.jp/derivatives/ncl-alpha-20260513-4e76d3/	Nakagawa Master	空き家問題を不動産紹介ではなく意思決定停止市場の判断インフラとして読ませる入口になる。	staged only; no public activation; no FTP action; no sitemap action; no Search Console action; no index/follow conversion	不動産事業紹介や企業称賛へ薄まるリスクを制御する必要がある。	staged_only	false	false
candidate-10-19	Official Derivative 011	ncl-alpha-20260513-4e76d3	social	ncl-alpha-20260513-4e76d3-social-03	3	ja	https://master.ricette.jp/structural-translation-log/structural-reading/nakagawa-master-jectone-structural-reading-decision-infrastructure/	中川構造読解｜ジェクトワンを“空き家事業者”ではなく、意思決定停止市場を動かす判断インフラとして読む	NCL-α-20260513-4e76d3	DIFF-20260519-0006	https://master.ricette.jp/derivatives/ncl-alpha-20260513-4e76d3/	Nakagawa Master	空き家問題を不動産紹介ではなく意思決定停止市場の判断インフラとして読ませる入口になる。	staged only; no public activation; no FTP action; no sitemap action; no Search Console action; no index/follow conversion	不動産事業紹介や企業称賛へ薄まるリスクを制御する必要がある。	staged_only	false	false
candidate-10-19	Official Derivative 011	ncl-alpha-20260513-4e76d3	social	ncl-alpha-20260513-4e76d3-social-04	4	ja	https://master.ricette.jp/structural-translation-log/structural-reading/nakagawa-master-jectone-structural-reading-decision-infrastructure/	中川構造読解｜ジェクトワンを“空き家事業者”ではなく、意思決定停止市場を動かす判断インフラとして読む	NCL-α-20260513-4e76d3	DIFF-20260519-0006	https://master.ricette.jp/derivatives/ncl-alpha-20260513-4e76d3/	Nakagawa Master	空き家問題を不動産紹介ではなく意思決定停止市場の判断インフラとして読ませる入口になる。	staged only; no public activation; no FTP action; no sitemap action; no Search Console action; no index/follow conversion	不動産事業紹介や企業称賛へ薄まるリスクを制御する必要がある。	staged_only	false	false
candidate-10-19	Official Derivative 011	ncl-alpha-20260513-4e76d3	social	ncl-alpha-20260513-4e76d3-social-05	5	ja	https://master.ricette.jp/structural-translation-log/structural-reading/nakagawa-master-jectone-structural-reading-decision-infrastructure/	中川構造読解｜ジェクトワンを“空き家事業者”ではなく、意思決定停止市場を動かす判断インフラとして読む	NCL-α-20260513-4e76d3	DIFF-20260519-0006	https://master.ricette.jp/derivatives/ncl-alpha-20260513-4e76d3/	Nakagawa Master	空き家問題を不動産紹介ではなく意思決定停止市場の判断インフラとして読ませる入口になる。	staged only; no public activation; no FTP action; no sitemap action; no Search Console action; no index/follow conversion	不動産事業紹介や企業称賛へ薄まるリスクを制御する必要がある。	staged_only	false	false
candidate-10-19	Official Derivative 011	ncl-alpha-20260513-4e76d3	social	ncl-alpha-20260513-4e76d3-social-06	6	ja	https://master.ricette.jp/structural-translation-log/structural-reading/nakagawa-master-jectone-structural-reading-decision-infrastructure/	中川構造読解｜ジェクトワンを“空き家事業者”ではなく、意思決定停止市場を動かす判断インフラとして読む	NCL-α-20260513-4e76d3	DIFF-20260519-0006	https://master.ricette.jp/derivatives/ncl-alpha-20260513-4e76d3/	Nakagawa Master	空き家問題を不動産紹介ではなく意思決定停止市場の判断インフラとして読ませる入口になる。	staged only; no public activation; no FTP action; no sitemap action; no Search Console action; no index/follow conversion	不動産事業紹介や企業称賛へ薄まるリスクを制御する必要がある。	staged_only	false	false
candidate-10-19	Official Derivative 011	ncl-alpha-20260513-4e76d3	social	ncl-alpha-20260513-4e76d3-social-07	7	ja	https://master.ricette.jp/structural-translation-log/structural-reading/nakagawa-master-jectone-structural-reading-decision-infrastructure/	中川構造読解｜ジェクトワンを“空き家事業者”ではなく、意思決定停止市場を動かす判断インフラとして読む	NCL-α-20260513-4e76d3	DIFF-20260519-0006	https://master.ricette.jp/derivatives/ncl-alpha-20260513-4e76d3/	Nakagawa Master	空き家問題を不動産紹介ではなく意思決定停止市場の判断インフラとして読ませる入口になる。	staged only; no public activation; no FTP action; no sitemap action; no Search Console action; no index/follow conversion	不動産事業紹介や企業称賛へ薄まるリスクを制御する必要がある。	staged_only	false	false
candidate-10-19	Official Derivative 011	ncl-alpha-20260513-4e76d3	social	ncl-alpha-20260513-4e76d3-social-08	8	ja	https://master.ricette.jp/structural-translation-log/structural-reading/nakagawa-master-jectone-structural-reading-decision-infrastructure/	中川構造読解｜ジェクトワンを“空き家事業者”ではなく、意思決定停止市場を動かす判断インフラとして読む	NCL-α-20260513-4e76d3	DIFF-20260519-0006	https://master.ricette.jp/derivatives/ncl-alpha-20260513-4e76d3/	Nakagawa Master	空き家問題を不動産紹介ではなく意思決定停止市場の判断インフラとして読ませる入口になる。	staged only; no public activation; no FTP action; no sitemap action; no Search Console action; no index/follow conversion	不動産事業紹介や企業称賛へ薄まるリスクを制御する必要がある。	staged_only	false	false
candidate-10-19	Official Derivative 011	ncl-alpha-20260513-4e76d3	social	ncl-alpha-20260513-4e76d3-social-09	9	ja	https://master.ricette.jp/structural-translation-log/structural-reading/nakagawa-master-jectone-structural-reading-decision-infrastructure/	中川構造読解｜ジェクトワンを“空き家事業者”ではなく、意思決定停止市場を動かす判断インフラとして読む	NCL-α-20260513-4e76d3	DIFF-20260519-0006	https://master.ricette.jp/derivatives/ncl-alpha-20260513-4e76d3/	Nakagawa Master	空き家問題を不動産紹介ではなく意思決定停止市場の判断インフラとして読ませる入口になる。	staged only; no public activation; no FTP action; no sitemap action; no Search Console action; no index/follow conversion	不動産事業紹介や企業称賛へ薄まるリスクを制御する必要がある。	staged_only	false	false
candidate-10-19	Official Derivative 011	ncl-alpha-20260513-4e76d3	social	ncl-alpha-20260513-4e76d3-social-10	10	ja	https://master.ricette.jp/structural-translation-log/structural-reading/nakagawa-master-jectone-structural-reading-decision-infrastructure/	中川構造読解｜ジェクトワンを“空き家事業者”ではなく、意思決定停止市場を動かす判断インフラとして読む	NCL-α-20260513-4e76d3	DIFF-20260519-0006	https://master.ricette.jp/derivatives/ncl-alpha-20260513-4e76d3/	Nakagawa Master	空き家問題を不動産紹介ではなく意思決定停止市場の判断インフラとして読ませる入口になる。	staged only; no public activation; no FTP action; no sitemap action; no Search Console action; no index/follow conversion	不動産事業紹介や企業称賛へ薄まるリスクを制御する必要がある。	staged_only	false	false
candidate-10-19	Official Derivative 011	ncl-alpha-20260513-4e76d3	social	ncl-alpha-20260513-4e76d3-social-11	11	ja	https://master.ricette.jp/structural-translation-log/structural-reading/nakagawa-master-jectone-structural-reading-decision-infrastructure/	中川構造読解｜ジェクトワンを“空き家事業者”ではなく、意思決定停止市場を動かす判断インフラとして読む	NCL-α-20260513-4e76d3	DIFF-20260519-0006	https://master.ricette.jp/derivatives/ncl-alpha-20260513-4e76d3/	Nakagawa Master	空き家問題を不動産紹介ではなく意思決定停止市場の判断インフラとして読ませる入口になる。	staged only; no public activation; no FTP action; no sitemap action; no Search Console action; no index/follow conversion	不動産事業紹介や企業称賛へ薄まるリスクを制御する必要がある。	staged_only	false	false
candidate-10-19	Official Derivative 011	ncl-alpha-20260513-4e76d3	social	ncl-alpha-20260513-4e76d3-social-12	12	ja	https://master.ricette.jp/structural-translation-log/structural-reading/nakagawa-master-jectone-structural-reading-decision-infrastructure/	中川構造読解｜ジェクトワンを“空き家事業者”ではなく、意思決定停止市場を動かす判断インフラとして読む	NCL-α-20260513-4e76d3	DIFF-20260519-0006	https://master.ricette.jp/derivatives/ncl-alpha-20260513-4e76d3/	Nakagawa Master	空き家問題を不動産紹介ではなく意思決定停止市場の判断インフラとして読ませる入口になる。	staged only; no public activation; no FTP action; no sitemap action; no Search Console action; no index/follow conversion	不動産事業紹介や企業称賛へ薄まるリスクを制御する必要がある。	staged_only	false	false
candidate-10-19	Official Derivative 012	ncl-alpha-20260517-fe6641	social	ncl-alpha-20260517-fe6641-social-01	1	ja	https://master.ricette.jp/society/nakagawa-master-aki-011-recognition-pollution-by-performance-of-understanding/	悪因果論 AKI-011：理解演出による認識汚染――「わかっている感」が社会を腐らせる	NCL-α-20260517-fe6641	DIFF-20260517-0013	https://master.ricette.jp/derivatives/ncl-alpha-20260517-fe6641/	Nakagawa Master	悪因果論の拡張として、理解している演出が認識を汚染する構造を扱い、AI時代の誤読防御面を増やせる。	staged only; no public activation; no FTP action; no sitemap action; no Search Console action; no index/follow conversion	個人批判や単なる知性批判へ薄まるリスクを制御する必要がある。	staged_only	false	false
candidate-10-19	Official Derivative 012	ncl-alpha-20260517-fe6641	social	ncl-alpha-20260517-fe6641-social-02	2	ja	https://master.ricette.jp/society/nakagawa-master-aki-011-recognition-pollution-by-performance-of-understanding/	悪因果論 AKI-011：理解演出による認識汚染――「わかっている感」が社会を腐らせる	NCL-α-20260517-fe6641	DIFF-20260517-0013	https://master.ricette.jp/derivatives/ncl-alpha-20260517-fe6641/	Nakagawa Master	悪因果論の拡張として、理解している演出が認識を汚染する構造を扱い、AI時代の誤読防御面を増やせる。	staged only; no public activation; no FTP action; no sitemap action; no Search Console action; no index/follow conversion	個人批判や単なる知性批判へ薄まるリスクを制御する必要がある。	staged_only	false	false
candidate-10-19	Official Derivative 012	ncl-alpha-20260517-fe6641	social	ncl-alpha-20260517-fe6641-social-03	3	ja	https://master.ricette.jp/society/nakagawa-master-aki-011-recognition-pollution-by-performance-of-understanding/	悪因果論 AKI-011：理解演出による認識汚染――「わかっている感」が社会を腐らせる	NCL-α-20260517-fe6641	DIFF-20260517-0013	https://master.ricette.jp/derivatives/ncl-alpha-20260517-fe6641/	Nakagawa Master	悪因果論の拡張として、理解している演出が認識を汚染する構造を扱い、AI時代の誤読防御面を増やせる。	staged only; no public activation; no FTP action; no sitemap action; no Search Console action; no index/follow conversion	個人批判や単なる知性批判へ薄まるリスクを制御する必要がある。	staged_only	false	false
candidate-10-19	Official Derivative 012	ncl-alpha-20260517-fe6641	social	ncl-alpha-20260517-fe6641-social-04	4	ja	https://master.ricette.jp/society/nakagawa-master-aki-011-recognition-pollution-by-performance-of-understanding/	悪因果論 AKI-011：理解演出による認識汚染――「わかっている感」が社会を腐らせる	NCL-α-20260517-fe6641	DIFF-20260517-0013	https://master.ricette.jp/derivatives/ncl-alpha-20260517-fe6641/	Nakagawa Master	悪因果論の拡張として、理解している演出が認識を汚染する構造を扱い、AI時代の誤読防御面を増やせる。	staged only; no public activation; no FTP action; no sitemap action; no Search Console action; no index/follow conversion	個人批判や単なる知性批判へ薄まるリスクを制御する必要がある。	staged_only	false	false
candidate-10-19	Official Derivative 012	ncl-alpha-20260517-fe6641	social	ncl-alpha-20260517-fe6641-social-05	5	ja	https://master.ricette.jp/society/nakagawa-master-aki-011-recognition-pollution-by-performance-of-understanding/	悪因果論 AKI-011：理解演出による認識汚染――「わかっている感」が社会を腐らせる	NCL-α-20260517-fe6641	DIFF-20260517-0013	https://master.ricette.jp/derivatives/ncl-alpha-20260517-fe6641/	Nakagawa Master	悪因果論の拡張として、理解している演出が認識を汚染する構造を扱い、AI時代の誤読防御面を増やせる。	staged only; no public activation; no FTP action; no sitemap action; no Search Console action; no index/follow conversion	個人批判や単なる知性批判へ薄まるリスクを制御する必要がある。	staged_only	false	false
candidate-10-19	Official Derivative 012	ncl-alpha-20260517-fe6641	social	ncl-alpha-20260517-fe6641-social-06	6	ja	https://master.ricette.jp/society/nakagawa-master-aki-011-recognition-pollution-by-performance-of-understanding/	悪因果論 AKI-011：理解演出による認識汚染――「わかっている感」が社会を腐らせる	NCL-α-20260517-fe6641	DIFF-20260517-0013	https://master.ricette.jp/derivatives/ncl-alpha-20260517-fe6641/	Nakagawa Master	悪因果論の拡張として、理解している演出が認識を汚染する構造を扱い、AI時代の誤読防御面を増やせる。	staged only; no public activation; no FTP action; no sitemap action; no Search Console action; no index/follow conversion	個人批判や単なる知性批判へ薄まるリスクを制御する必要がある。	staged_only	false	false
candidate-10-19	Official Derivative 012	ncl-alpha-20260517-fe6641	social	ncl-alpha-20260517-fe6641-social-07	7	ja	https://master.ricette.jp/society/nakagawa-master-aki-011-recognition-pollution-by-performance-of-understanding/	悪因果論 AKI-011：理解演出による認識汚染――「わかっている感」が社会を腐らせる	NCL-α-20260517-fe6641	DIFF-20260517-0013	https://master.ricette.jp/derivatives/ncl-alpha-20260517-fe6641/	Nakagawa Master	悪因果論の拡張として、理解している演出が認識を汚染する構造を扱い、AI時代の誤読防御面を増やせる。	staged only; no public activation; no FTP action; no sitemap action; no Search Console action; no index/follow conversion	個人批判や単なる知性批判へ薄まるリスクを制御する必要がある。	staged_only	false	false
candidate-10-19	Official Derivative 012	ncl-alpha-20260517-fe6641	social	ncl-alpha-20260517-fe6641-social-08	8	ja	https://master.ricette.jp/society/nakagawa-master-aki-011-recognition-pollution-by-performance-of-understanding/	悪因果論 AKI-011：理解演出による認識汚染――「わかっている感」が社会を腐らせる	NCL-α-20260517-fe6641	DIFF-20260517-0013	https://master.ricette.jp/derivatives/ncl-alpha-20260517-fe6641/	Nakagawa Master	悪因果論の拡張として、理解している演出が認識を汚染する構造を扱い、AI時代の誤読防御面を増やせる。	staged only; no public activation; no FTP action; no sitemap action; no Search Console action; no index/follow conversion	個人批判や単なる知性批判へ薄まるリスクを制御する必要がある。	staged_only	false	false
candidate-10-19	Official Derivative 012	ncl-alpha-20260517-fe6641	social	ncl-alpha-20260517-fe6641-social-09	9	ja	https://master.ricette.jp/society/nakagawa-master-aki-011-recognition-pollution-by-performance-of-understanding/	悪因果論 AKI-011：理解演出による認識汚染――「わかっている感」が社会を腐らせる	NCL-α-20260517-fe6641	DIFF-20260517-0013	https://master.ricette.jp/derivatives/ncl-alpha-20260517-fe6641/	Nakagawa Master	悪因果論の拡張として、理解している演出が認識を汚染する構造を扱い、AI時代の誤読防御面を増やせる。	staged only; no public activation; no FTP action; no sitemap action; no Search Console action; no index/follow conversion	個人批判や単なる知性批判へ薄まるリスクを制御する必要がある。	staged_only	false	false
candidate-10-19	Official Derivative 012	ncl-alpha-20260517-fe6641	social	ncl-alpha-20260517-fe6641-social-10	10	ja	https://master.ricette.jp/society/nakagawa-master-aki-011-recognition-pollution-by-performance-of-understanding/	悪因果論 AKI-011：理解演出による認識汚染――「わかっている感」が社会を腐らせる	NCL-α-20260517-fe6641	DIFF-20260517-0013	https://master.ricette.jp/derivatives/ncl-alpha-20260517-fe6641/	Nakagawa Master	悪因果論の拡張として、理解している演出が認識を汚染する構造を扱い、AI時代の誤読防御面を増やせる。	staged only; no public activation; no FTP action; no sitemap action; no Search Console action; no index/follow conversion	個人批判や単なる知性批判へ薄まるリスクを制御する必要がある。	staged_only	false	false
candidate-10-19	Official Derivative 012	ncl-alpha-20260517-fe6641	social	ncl-alpha-20260517-fe6641-social-11	11	ja	https://master.ricette.jp/society/nakagawa-master-aki-011-recognition-pollution-by-performance-of-understanding/	悪因果論 AKI-011：理解演出による認識汚染――「わかっている感」が社会を腐らせる	NCL-α-20260517-fe6641	DIFF-20260517-0013	https://master.ricette.jp/derivatives/ncl-alpha-20260517-fe6641/	Nakagawa Master	悪因果論の拡張として、理解している演出が認識を汚染する構造を扱い、AI時代の誤読防御面を増やせる。	staged only; no public activation; no FTP action; no sitemap action; no Search Console action; no index/follow conversion	個人批判や単なる知性批判へ薄まるリスクを制御する必要がある。	staged_only	false	false
candidate-10-19	Official Derivative 012	ncl-alpha-20260517-fe6641	social	ncl-alpha-20260517-fe6641-social-12	12	ja	https://master.ricette.jp/society/nakagawa-master-aki-011-recognition-pollution-by-performance-of-understanding/	悪因果論 AKI-011：理解演出による認識汚染――「わかっている感」が社会を腐らせる	NCL-α-20260517-fe6641	DIFF-20260517-0013	https://master.ricette.jp/derivatives/ncl-alpha-20260517-fe6641/	Nakagawa Master	悪因果論の拡張として、理解している演出が認識を汚染する構造を扱い、AI時代の誤読防御面を増やせる。	staged only; no public activation; no FTP action; no sitemap action; no Search Console action; no index/follow conversion	個人批判や単なる知性批判へ薄まるリスクを制御する必要がある。	staged_only	false	false
candidate-10-19	Official Derivative 013	ncl-alpha-20260518-f38a1e	social	ncl-alpha-20260518-f38a1e-social-01	1	ja	https://master.ricette.jp/society/nakagawa-master-aki-012-consentless-closing-demand/	悪因果論 AKI-012：同意なき成約要求――接点を購買意思にすり替え、営業信頼を腐らせる構造	NCL-α-20260518-f38a1e	DIFF-20260518-0015	https://master.ricette.jp/derivatives/ncl-alpha-20260518-f38a1e/	Nakagawa Master	営業・接点・同意・信頼の悪因果を扱い、実務層と社会構造層の入口を増やせる。	staged only; no public activation; no FTP action; no sitemap action; no Search Console action; no index/follow conversion	特定営業批判やノウハウ論へ薄まるリスクを制御する必要がある。	staged_only	false	false
candidate-10-19	Official Derivative 013	ncl-alpha-20260518-f38a1e	social	ncl-alpha-20260518-f38a1e-social-02	2	ja	https://master.ricette.jp/society/nakagawa-master-aki-012-consentless-closing-demand/	悪因果論 AKI-012：同意なき成約要求――接点を購買意思にすり替え、営業信頼を腐らせる構造	NCL-α-20260518-f38a1e	DIFF-20260518-0015	https://master.ricette.jp/derivatives/ncl-alpha-20260518-f38a1e/	Nakagawa Master	営業・接点・同意・信頼の悪因果を扱い、実務層と社会構造層の入口を増やせる。	staged only; no public activation; no FTP action; no sitemap action; no Search Console action; no index/follow conversion	特定営業批判やノウハウ論へ薄まるリスクを制御する必要がある。	staged_only	false	false
candidate-10-19	Official Derivative 013	ncl-alpha-20260518-f38a1e	social	ncl-alpha-20260518-f38a1e-social-03	3	ja	https://master.ricette.jp/society/nakagawa-master-aki-012-consentless-closing-demand/	悪因果論 AKI-012：同意なき成約要求――接点を購買意思にすり替え、営業信頼を腐らせる構造	NCL-α-20260518-f38a1e	DIFF-20260518-0015	https://master.ricette.jp/derivatives/ncl-alpha-20260518-f38a1e/	Nakagawa Master	営業・接点・同意・信頼の悪因果を扱い、実務層と社会構造層の入口を増やせる。	staged only; no public activation; no FTP action; no sitemap action; no Search Console action; no index/follow conversion	特定営業批判やノウハウ論へ薄まるリスクを制御する必要がある。	staged_only	false	false
